Water Control Zone	Station	Dates	Sample No	Depth	5-day Biochemical Oxygen Demand (mg/L)
Tolo Harbour And Channel	TM3	27-05-2009	1	Bottom Water	0.4
Tolo Harbour And Channel	TM3	11-06-2009	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	11-06-2009	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	11-06-2009	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	24-07-2009	1	Surface Water	3.4
Tolo Harbour And Channel	TM3	24-07-2009	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	24-07-2009	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	13-08-2009	1	Surface Water	1
Tolo Harbour And Channel	TM3	13-08-2009	1	Middle Water	0.6
Tolo Harbour And Channel	TM3	13-08-2009	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	21-09-2009	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	21-09-2009	1	Middle Water	1.1
Tolo Harbour And Channel	TM3	21-09-2009	1	Bottom Water	1
Tolo Harbour And Channel	TM3	23-10-2009	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	23-10-2009	1	Middle Water	0.6
Tolo Harbour And Channel	TM3	23-10-2009	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	20-11-2009	1	Surface Water	0.6
Tolo Harbour And Channel	TM3	20-11-2009	1	Middle Water	0.5
Tolo Harbour And Channel	TM3	20-11-2009	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	10-12-2009	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	10-12-2009	1	Middle Water	1
Tolo Harbour And Channel	TM3	10-12-2009	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	25-01-2010	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	25-01-2010	1	Middle Water	0.9
Tolo Harbour And Channel	TM3	25-01-2010	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	24-02-2010	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	24-02-2010	1	Middle Water	0.9
Tolo Harbour And Channel	TM3	24-02-2010	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	11-03-2010	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	11-03-2010	1	Middle Water	1.6
Tolo Harbour And Channel	TM3	11-03-2010	1	Bottom Water	1.5
Tolo Harbour And Channel	TM3	22-04-2010	1	Surface Water	1.7
Tolo Harbour And Channel	TM3	22-04-2010	1	Middle Water	1.7
Tolo Harbour And Channel	TM3	22-04-2010	1	Bottom Water	1.3
Tolo Harbour And Channel	TM3	28-05-2010	1	Surface Water	1.7
Tolo Harbour And Channel	TM3	28-05-2010	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	28-05-2010	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	21-06-2010	1	Surface Water	2.8
Tolo Harbour And Channel	TM3	21-06-2010	1	Middle Water	2.2
Tolo Harbour And Channel	TM3	21-06-2010	1	Bottom Water	2.2
Tolo Harbour And Channel	TM3	26-07-2010	1	Surface Water	2.8
Tolo Harbour And Channel	TM3	26-07-2010	1	Middle Water	0.8
Tolo Harbour And Channel	TM3	26-07-2010	1	Bottom Water	0.4
Tolo Harbour And Channel	TM3	12-08-2010	1	Surface Water	8
Tolo Harbour And Channel	TM3	12-08-2010	1	Middle Water	0.5
Tolo Harbour And Channel	TM3	12-08-2010	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	16-09-2010	1	Surface Water	3.9
Tolo Harbour And Channel	TM3	16-09-2010	1	Middle Water	2.9
Tolo Harbour And Channel	TM3	16-09-2010	1	Bottom Water	2.3
Tolo Harbour And Channel	TM3	27-10-2010	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	27-10-2010	1	Middle Water	2
Tolo Harbour And Channel	TM3	27-10-2010	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	24-11-2010	1	Surface Water	2.9
Tolo Harbour And Channel	TM3	24-11-2010	1	Middle Water	2.5
Tolo Harbour And Channel	TM3	24-11-2010	1	Bottom Water	1.8
Tolo Harbour And Channel	TM3	10-12-2010	1	Surface Water	2.4
Tolo Harbour And Channel	TM3	10-12-2010	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	10-12-2010	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	24-01-2011	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	24-01-2011	1	Middle Water	1.1
Tolo Harbour And Channel	TM3	24-01-2011	1	Bottom Water	1
Tolo Harbour And Channel	TM3	24-02-2011	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	24-02-2011	1	Middle Water	1
Tolo Harbour And Channel	TM3	24-02-2011	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	25-03-2011	1	Surface Water	3.1
Tolo Harbour And Channel	TM3	25-03-2011	1	Middle Water	2.4
Tolo Harbour And Channel	TM3	25-03-2011	1	Bottom Water	1.8
Tolo Harbour And Channel	TM3	13-04-2011	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	13-04-2011	1	Middle Water	1.7
Tolo Harbour And Channel	TM3	13-04-2011	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	19-05-2011	1	Surface Water	2.3
Tolo Harbour And Channel	TM3	19-05-2011	1	Middle Water	3
Tolo Harbour And Channel	TM3	19-05-2011	1	Bottom Water	2
Tolo Harbour And Channel	TM3	16-06-2011	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	16-06-2011	1	Middle Water	1.6
Tolo Harbour And Channel	TM3	16-06-2011	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	13-07-2011	1	Surface Water	2.8
Tolo Harbour And Channel	TM3	13-07-2011	1	Middle Water	1.6
Tolo Harbour And Channel	TM3	13-07-2011	1	Bottom Water	1.1
Tolo Harbour And Channel	TM3	10-08-2011	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	10-08-2011	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	10-08-2011	1	Bottom Water	1
Tolo Harbour And Channel	TM3	15-09-2011	1	Surface Water	3.5
Tolo Harbour And Channel	TM3	15-09-2011	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	15-09-2011	1	Bottom Water	1.1
Tolo Harbour And Channel	TM3	20-10-2011	1	Surface Water	2.6
Tolo Harbour And Channel	TM3	20-10-2011	1	Middle Water	0.8
Tolo Harbour And Channel	TM3	20-10-2011	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	23-11-2011	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	23-11-2011	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	23-11-2011	1	Bottom Water	1
Tolo Harbour And Channel	TM3	15-12-2011	1	Surface Water	2.1
Tolo Harbour And Channel	TM3	15-12-2011	1	Middle Water	2.2
Tolo Harbour And Channel	TM3	15-12-2011	1	Bottom Water	3
Tolo Harbour And Channel	TM3	27-01-2012	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	27-01-2012	1	Middle Water	0.8
Tolo Harbour And Channel	TM3	27-01-2012	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	16-02-2012	1	Surface Water	1.3
Tolo Harbour And Channel	TM3	16-02-2012	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	16-02-2012	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	22-03-2012	1	Surface Water	3.1
Tolo Harbour And Channel	TM3	22-03-2012	1	Middle Water	2.5
Tolo Harbour And Channel	TM3	22-03-2012	1	Bottom Water	1.8
Tolo Harbour And Channel	TM3	18-04-2012	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	18-04-2012	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	18-04-2012	1	Bottom Water	1
Tolo Harbour And Channel	TM3	17-05-2012	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	17-05-2012	1	Middle Water	2
Tolo Harbour And Channel	TM3	17-05-2012	1	Bottom Water	1.5
Tolo Harbour And Channel	TM3	14-06-2012	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	14-06-2012	1	Middle Water	1.3
Tolo Harbour And Channel	TM3	14-06-2012	1	Bottom Water	1.2
Tolo Harbour And Channel	TM3	19-07-2012	1	Surface Water	2.7
Tolo Harbour And Channel	TM3	19-07-2012	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	19-07-2012	1	Bottom Water	1.8
Tolo Harbour And Channel	TM3	20-08-2012	1	Surface Water	5.2
Tolo Harbour And Channel	TM3	20-08-2012	1	Middle Water	2.1
Tolo Harbour And Channel	TM3	20-08-2012	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	20-09-2012	1	Surface Water	1.4
Tolo Harbour And Channel	TM3	20-09-2012	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	20-09-2012	1	Bottom Water	1
Tolo Harbour And Channel	TM3	11-10-2012	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	11-10-2012	1	Middle Water	1
Tolo Harbour And Channel	TM3	11-10-2012	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	14-11-2012	1	Surface Water	1.9
Tolo Harbour And Channel	TM3	14-11-2012	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	14-11-2012	1	Bottom Water	1
Tolo Harbour And Channel	TM3	13-12-2012	1	Surface Water	1.2
Tolo Harbour And Channel	TM3	13-12-2012	1	Middle Water	1
Tolo Harbour And Channel	TM3	13-12-2012	1	Bottom Water	1
Tolo Harbour And Channel	TM3	17-01-2013	1	Surface Water	0.8
Tolo Harbour And Channel	TM3	17-01-2013	1	Middle Water	0.9
Tolo Harbour And Channel	TM3	17-01-2013	1	Bottom Water	1
Tolo Harbour And Channel	TM3	21-02-2013	1	Surface Water	2.3
Tolo Harbour And Channel	TM3	21-02-2013	1	Middle Water	2.2
Tolo Harbour And Channel	TM3	21-02-2013	1	Bottom Water	1.5
Tolo Harbour And Channel	TM3	06-03-2013	1	Surface Water	0.3
Tolo Harbour And Channel	TM3	06-03-2013	1	Middle Water	0.4
Tolo Harbour And Channel	TM3	06-03-2013	1	Bottom Water	0.1
Tolo Harbour And Channel	TM3	22-04-2013	1	Surface Water	2.6
Tolo Harbour And Channel	TM3	22-04-2013	1	Middle Water	2.6
Tolo Harbour And Channel	TM3	22-04-2013	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	20-05-2013	1	Surface Water	1.7
Tolo Harbour And Channel	TM3	20-05-2013	1	Middle Water	0.9
Tolo Harbour And Channel	TM3	20-05-2013	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	21-06-2013	1	Surface Water	2.1
Tolo Harbour And Channel	TM3	21-06-2013	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	21-06-2013	1	Bottom Water	1.1
Tolo Harbour And Channel	TM3	19-07-2013	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	19-07-2013	1	Middle Water	1
Tolo Harbour And Channel	TM3	19-07-2013	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	05-08-2013	1	Surface Water	0.6
Tolo Harbour And Channel	TM3	05-08-2013	1	Middle Water	0.5
Tolo Harbour And Channel	TM3	05-08-2013	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	04-09-2013	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	04-09-2013	1	Middle Water	1.1
Tolo Harbour And Channel	TM3	04-09-2013	1	Bottom Water	1.9
Tolo Harbour And Channel	TM3	16-10-2013	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	16-10-2013	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	16-10-2013	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	21-11-2013	1	Surface Water	2.4
Tolo Harbour And Channel	TM3	21-11-2013	1	Middle Water	2.2
Tolo Harbour And Channel	TM3	21-11-2013	1	Bottom Water	1.5
Tolo Harbour And Channel	TM3	13-12-2013	1	Surface Water	1.2
Tolo Harbour And Channel	TM3	13-12-2013	1	Middle Water	0.9
Tolo Harbour And Channel	TM3	13-12-2013	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	22-01-2014	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	22-01-2014	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	22-01-2014	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	17-02-2014	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	17-02-2014	1	Middle Water	1.5
Tolo Harbour And Channel	TM3	17-02-2014	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	26-03-2014	1	Surface Water	2.4
Tolo Harbour And Channel	TM3	26-03-2014	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	26-03-2014	1	Bottom Water	2.2
Tolo Harbour And Channel	TM3	07-04-2014	1	Surface Water	4.5
Tolo Harbour And Channel	TM3	07-04-2014	1	Middle Water	1.3
Tolo Harbour And Channel	TM3	07-04-2014	1	Bottom Water	0.3
Tolo Harbour And Channel	TM3	26-05-2014	1	Surface Water	3.6
Tolo Harbour And Channel	TM3	26-05-2014	1	Middle Water	2.8
Tolo Harbour And Channel	TM3	26-05-2014	1	Bottom Water	1.8
Tolo Harbour And Channel	TM3	20-06-2014	1	Surface Water	1.2
Tolo Harbour And Channel	TM3	20-06-2014	1	Middle Water	0.7
Tolo Harbour And Channel	TM3	20-06-2014	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	21-07-2014	1	Surface Water	2
Tolo Harbour And Channel	TM3	21-07-2014	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	21-07-2014	1	Bottom Water	1.3
Tolo Harbour And Channel	TM3	06-08-2014	1	Surface Water	2.3
Tolo Harbour And Channel	TM3	06-08-2014	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	06-08-2014	1	Bottom Water	2.1
Tolo Harbour And Channel	TM3	19-09-2014	1	Surface Water	2.5
Tolo Harbour And Channel	TM3	19-09-2014	1	Middle Water	0.7
Tolo Harbour And Channel	TM3	19-09-2014	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	27-10-2014	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	27-10-2014	1	Middle Water	2.3
Tolo Harbour And Channel	TM3	27-10-2014	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	21-11-2014	1	Surface Water	3.7
Tolo Harbour And Channel	TM3	21-11-2014	1	Middle Water	3.6
Tolo Harbour And Channel	TM3	21-11-2014	1	Bottom Water	2.8
Tolo Harbour And Channel	TM3	11-12-2014	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	11-12-2014	1	Middle Water	1.1
Tolo Harbour And Channel	TM3	11-12-2014	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	21-01-2015	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	21-01-2015	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	21-01-2015	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	23-02-2015	1	Surface Water	2.7
Tolo Harbour And Channel	TM3	23-02-2015	1	Middle Water	2.4
Tolo Harbour And Channel	TM3	23-02-2015	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	23-03-2015	1	Surface Water	3.7
Tolo Harbour And Channel	TM3	23-03-2015	1	Middle Water	3.6
Tolo Harbour And Channel	TM3	23-03-2015	1	Bottom Water	2.2
Tolo Harbour And Channel	TM3	15-04-2015	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	15-04-2015	1	Middle Water	2
Tolo Harbour And Channel	TM3	15-04-2015	1	Bottom Water	1.5
Tolo Harbour And Channel	TM3	21-05-2015	1	Surface Water	1.3
Tolo Harbour And Channel	TM3	21-05-2015	1	Middle Water	1
Tolo Harbour And Channel	TM3	21-05-2015	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	25-06-2015	1	Surface Water	2.9
Tolo Harbour And Channel	TM3	25-06-2015	1	Middle Water	2.6
Tolo Harbour And Channel	TM3	25-06-2015	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	08-07-2015	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	08-07-2015	1	Middle Water	1.1
Tolo Harbour And Channel	TM3	08-07-2015	1	Bottom Water	1.1
Tolo Harbour And Channel	TM3	12-08-2015	1	Surface Water	2.9
Tolo Harbour And Channel	TM3	12-08-2015	1	Middle Water	2.1
Tolo Harbour And Channel	TM3	12-08-2015	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	18-09-2015	1	Surface Water	1.3
Tolo Harbour And Channel	TM3	18-09-2015	1	Middle Water	0.8
Tolo Harbour And Channel	TM3	18-09-2015	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	09-10-2015	1	Surface Water	1.7
Tolo Harbour And Channel	TM3	09-10-2015	1	Middle Water	0.6
Tolo Harbour And Channel	TM3	09-10-2015	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	19-11-2015	1	Surface Water	1.4
Tolo Harbour And Channel	TM3	19-11-2015	1	Middle Water	1.7
Tolo Harbour And Channel	TM3	19-11-2015	1	Bottom Water	1.2
Tolo Harbour And Channel	TM3	18-12-2015	1	Surface Water	2
Tolo Harbour And Channel	TM3	18-12-2015	1	Middle Water	2.2
Tolo Harbour And Channel	TM3	18-12-2015	1	Bottom Water	2.2
Tolo Harbour And Channel	TM3	14-01-2016	1	Surface Water	5
Tolo Harbour And Channel	TM3	14-01-2016	1	Middle Water	6.8
Tolo Harbour And Channel	TM3	14-01-2016	1	Bottom Water	2.2
Tolo Harbour And Channel	TM3	19-02-2016	1	Surface Water	3.1
Tolo Harbour And Channel	TM3	19-02-2016	1	Middle Water	1.3
Tolo Harbour And Channel	TM3	19-02-2016	1	Bottom Water	1
Tolo Harbour And Channel	TM3	18-03-2016	1	Surface Water	0.7
Tolo Harbour And Channel	TM3	18-03-2016	1	Middle Water	0.7
Tolo Harbour And Channel	TM3	18-03-2016	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	14-04-2016	1	Surface Water	5.9
Tolo Harbour And Channel	TM3	14-04-2016	1	Middle Water	2.4
Tolo Harbour And Channel	TM3	14-04-2016	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	11-05-2016	1	Surface Water	2.7
Tolo Harbour And Channel	TM3	11-05-2016	1	Middle Water	2.4
Tolo Harbour And Channel	TM3	11-05-2016	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	13-06-2016	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	13-06-2016	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	13-06-2016	1	Bottom Water	0.7
Tolo Harbour And Channel	TM3	18-07-2016	1	Surface Water	2.2
Tolo Harbour And Channel	TM3	18-07-2016	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	18-07-2016	1	Bottom Water	2
Tolo Harbour And Channel	TM3	19-08-2016	1	Surface Water	3.5
Tolo Harbour And Channel	TM3	19-08-2016	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	19-08-2016	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	29-09-2016	1	Surface Water	1.2
Tolo Harbour And Channel	TM3	29-09-2016	1	Middle Water	1.2
Tolo Harbour And Channel	TM3	29-09-2016	1	Bottom Water	1
Tolo Harbour And Channel	TM3	13-10-2016	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	13-10-2016	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	13-10-2016	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	10-11-2016	1	Surface Water	0.7
Tolo Harbour And Channel	TM3	10-11-2016	1	Middle Water	0.7
Tolo Harbour And Channel	TM3	10-11-2016	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	12-12-2016	1	Surface Water	1.8
Tolo Harbour And Channel	TM3	12-12-2016	1	Middle Water	1.9
Tolo Harbour And Channel	TM3	12-12-2016	1	Bottom Water	1.2
Tolo Harbour And Channel	TM3	18-01-2017	1	Surface Water	1.2
Tolo Harbour And Channel	TM3	18-01-2017	1	Middle Water	1
Tolo Harbour And Channel	TM3	18-01-2017	1	Bottom Water	0.8
Tolo Harbour And Channel	TM3	20-02-2017	1	Surface Water	0.9
Tolo Harbour And Channel	TM3	20-02-2017	1	Middle Water	0.7
Tolo Harbour And Channel	TM3	20-02-2017	1	Bottom Water	0.5
Tolo Harbour And Channel	TM3	10-03-2017	1	Surface Water	1.5
Tolo Harbour And Channel	TM3	10-03-2017	1	Middle Water	0.8
Tolo Harbour And Channel	TM3	10-03-2017	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	05-04-2017	1	Surface Water	1.9
Tolo Harbour And Channel	TM3	05-04-2017	1	Middle Water	1.3
Tolo Harbour And Channel	TM3	05-04-2017	1	Bottom Water	1.6
Tolo Harbour And Channel	TM3	19-05-2017	1	Surface Water	2.7
Tolo Harbour And Channel	TM3	19-05-2017	1	Middle Water	1.7
Tolo Harbour And Channel	TM3	19-05-2017	1	Bottom Water	1.7
Tolo Harbour And Channel	TM3	14-06-2017	1	Surface Water	1.6
Tolo Harbour And Channel	TM3	14-06-2017	1	Middle Water	1.3
Tolo Harbour And Channel	TM3	14-06-2017	1	Bottom Water	0.6
Tolo Harbour And Channel	TM3	12-07-2017	1	Surface Water	3.8
Tolo Harbour And Channel	TM3	12-07-2017	1	Middle Water	1.4
Tolo Harbour And Channel	TM3	12-07-2017	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	18-08-2017	1	Surface Water	2.1
Tolo Harbour And Channel	TM3	18-08-2017	1	Middle Water	2.3
Tolo Harbour And Channel	TM3	18-08-2017	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	20-09-2017	1	Surface Water	2.1
Tolo Harbour And Channel	TM3	20-09-2017	1	Middle Water	1.8
Tolo Harbour And Channel	TM3	20-09-2017	1	Bottom Water	1.4
Tolo Harbour And Channel	TM3	19-10-2017	1	Surface Water	2.9
Tolo Harbour And Channel	TM3	19-10-2017	1	Middle Water	1
Tolo Harbour And Channel	TM3	19-10-2017	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	17-11-2017	1	Surface Water	1.7
Tolo Harbour And Channel	TM3	17-11-2017	1	Middle Water	1.6
Tolo Harbour And Channel	TM3	17-11-2017	1	Bottom Water	0.9
Tolo Harbour And Channel	TM3	09-12-2017	1	Surface Water	1.9
Tolo Harbour And Channel	TM3	09-12-2017	1	Middle Water	2
Tolo Harbour And Channel	TM3	09-12-2017	1	Bottom Water	0.8
